"2025-08-24 10:42:22",Mynthos,5185,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 10:43:48",Mynthos,5185,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 10:48:48",Mynthos,5362,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 10:53:48",Mynthos,5429,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 10:58:48",Mynthos,5567,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:03:48",Mynthos,5637,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:08:48",Mynthos,5719,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:13:48",Mynthos,5836,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:18:48",Mynthos,5900,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:23:48",Mynthos,5969,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:28:48",Mynthos,5960,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:33:49",Mynthos,6026,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:38:49",Mynthos,6112,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:43:48",Mynthos,6198,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:48:49",Mynthos,6274,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:53:48",Mynthos,6346,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 11:58:48",Mynthos,6414,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:03:48",Mynthos,6577,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:08:48",Mynthos,6729,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:13:48",Mynthos,6901,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:18:48",Mynthos,6901,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:23:48",Mynthos,6901,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:28:48",Mynthos,6999,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:33:48",Mynthos,6999,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:38:48",Mynthos,6999,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:43:48",Mynthos,6929,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:48:48",Mynthos,6929,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:53:48",Mynthos,6837,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
"2025-08-24 12:58:48",Mynthos,6745,"ðŸ”´ AQUALAND SIMULATOR !agw",2025-08-24T06:40:39Z,1,861895254
